#integer	index1	index2																				
state	posterior	prior	likelihood	meanRate	treeModel.rootHeight	yule.birthRate	ac	ag	at	cg	gt	alpha	ucld.mean	ucld.stdev	invgauss.mean	invgauss.stdev	uced.mean	index1	index2	coefficientOfVariation	covariance	treeLikelihood
32065000	-11440.96373	20.72819047	-11461.69192	0.923181462	0.191262062	10.36726389	0.316993005	1.497057028	0.142523305	0.39223891	0.291187586	0.833740394	1	4.033091542	1	0.604480782	1	1	1	0.61153041	-0.2611649	-11461.69192
32070000	-11439.62908	21.93648731	-11461.56557	1.060377982	0.155134008	10.54355683	0.397999887	1.477976487	0.142523305	0.39223891	0.291187586	0.833740394	1	3.919197516	1	0.750910855	1	1	1	0.583579078	0.023357086	-11461.56557
32075000	-11454.4535	18.02351646	-11472.47701	0.759240625	0.245195511	15.40708167	0.397999887	1.477976487	0.142523305	0.39223891	0.291187586	0.833740394	1	3.358918366	1	0.956832678	1	1	1	0.752276164	-0.353558353	-11472.47701
32080000	-11446.82881	18.80151837	-11465.63033	0.902000234	0.190581085	6.104368098	0.397999887	1.480129133	0.137445696	0.374607671	0.284848348	0.833740394	1	5.211962063	1	0.727527666	1	1	1	0.624040016	0.437685252	-11465.63033
32085000	-11449.43552	18.56603387	-11468.00155	0.862780384	0.165502177	18.76187151	0.397999887	1.480129133	0.173828896	0.374607671	0.268865148	0.833740394	1	0.606191862	1	8.266673977	1	0	0	0.424516092	0.286669603	-11468.00155
32090000	-11443.36578	20.35874508	-11463.72453	0.861026259	0.175099482	12.74924371	0.257495763	1.480129133	0.173828896	0.374607671	0.268865148	0.833740394	1	0.547742341	1	8.248030612	1	0	0	0.449314255	-0.098204027	-11463.72453
32095000	-11447.30092	19.31764479	-11466.61856	0.818499833	0.205162884	12.18865262	0.410662512	1.480129133	0.16375265	0.385324079	0.268772222	0.680459469	1	4.5175296	1	0.484013215	1	1	1	0.413279437	0.015362708	-11466.61856
32100000	-11446.13628	19.47798034	-11465.61426	0.829805688	0.185178922	8.159434897	0.410662512	1.480129133	0.1630645	0.385324079	0.277330144	0.680459469	1	0.495400571	1	8.013890481	1	0	0	0.423079062	-0.102071119	-11465.61426
32105000	-11440.595	20.60700337	-11461.20201	0.92732044	0.169592962	13.15400357	0.356071054	1.480129133	0.1630645	0.385324079	0.277330144	0.680459469	1	0.570061706	1	3.362614883	1	0	0	0.554579667	-0.150838553	-11461.20201
32110000	-11442.78678	22.37301394	-11465.15979	1.081897483	0.140446257	13.51368034	0.356071054	1.544063053	0.1630645	0.385324079	0.277330144	0.680459469	1	0.63082693	1	1.137031721	1	0	0	0.534386078	-0.189272763	-11465.15979
32115000	-11434.60422	23.67560985	-11458.27983	1.288086486	0.133317792	11.26725736	0.356071054	1.544063053	0.1630645	0.395802937	0.277330144	0.828712423	1	0.699389316	1	2.599297378	1	0	0	0.453081258	0.203195684	-11458.27983
32120000	-11435.75635	25.01053968	-11460.76689	1.290424671	0.111486431	16.85820205	0.356071054	1.544063053	0.1630645	0.395802937	0.277330144	0.828712423	1	5.567353739	1	7.623674847	1	2	2	0.718660181	0.331955647	-11460.76689
32125000	-11446.652	22.90704296	-11469.55905	1.079072257	0.158289724	12.6131894	0.315579553	1.544063053	0.1630645	0.386721783	0.208231882	0.650265753	1	9.349952992	1	2.290919908	1	2	2	0.733237273	0.155756986	-11469.55905
32130000	-11444.82452	22.20966868	-11467.03419	1.046720634	0.165090238	17.02660977	0.315579553	1.544063053	0.139970272	0.386721783	0.208231882	0.806750622	1	5.941821442	1	8.963273255	1	2	2	0.729261246	-0.274623672	-11467.03419
32135000	-11436.70022	22.41763313	-11459.11786	0.997768633	0.147998127	14.57134097	0.315579553	1.338813632	0.139970272	0.440201552	0.208231882	0.805003242	1	4.756958309	1	2.73947976	1	2	2	0.834985867	-0.216271146	-11459.11786
32140000	-11442.82519	22.54742186	-11465.37261	1.033240839	0.141835917	11.75478777	0.230419881	1.18878684	0.139970272	0.440201552	0.208231882	0.805003242	1	2.098116465	1	9.369334455	1	2	2	0.717184849	-0.291796926	-11465.37261
32145000	-11447.97626	21.49809761	-11469.47436	0.930419194	0.156302259	13.00765825	0.260353553	1.295697492	0.139970272	0.416955905	0.208231882	0.684291041	1	4.544297866	1	0.580416545	1	2	2	0.614590643	-0.155730872	-11469.47436
32150000	-11446.21766	20.73951607	-11466.95718	0.977292239	0.137666399	18.03422083	0.296323817	1.295697492	0.139970272	0.416955905	0.21441991	0.894194215	1	0.838790129	1	9.269814915	1	0	0	0.536452102	0.05275462	-11466.95718
32155000	-11448.38493	21.67353524	-11470.05846	1.072687494	0.146993632	18.74655136	0.296323817	1.293624516	0.181578437	0.416955905	0.21441991	0.894194215	1	1.354828103	1	7.242706214	1	2	2	0.57856018	0.131615447	-11470.05846
32160000	-11437.8573	21.82546922	-11459.68277	0.934040373	0.168836797	12.53143716	0.296323817	1.293624516	0.181578437	0.339689531	0.21441991	0.894194215	1	0.463348203	1	2.786075254	1	0	0	0.380532217	0.373302523	-11459.68277
32165000	-11446.18255	20.09689221	-11466.27944	0.855983923	0.189779603	8.439397113	0.348565296	1.260270814	0.156652577	0.421379717	0.21441991	0.894194215	1	1.916423676	1	0.343435809	1	1	1	0.330502343	0.124202086	-11466.27944
32170000	-11445.05205	22.56762086	-11467.61967	1.04530419	0.147308861	15.78754043	0.332130224	1.260270814	0.179593989	0.410353708	0.214313091	0.894194215	1	5.906391964	1	0.452125445	1	1	1	0.441502834	-0.115041462	-11467.61967
32175000	-11446.34959	21.5479797	-11467.89757	1.018163047	0.164380762	9.982309634	0.332130224	1.643521699	0.179593989	0.410353708	0.297339607	0.694549485	1	9.055391542	1	0.452280815	1	1	1	0.48237018	-0.07011275	-11467.89757
32180000	-11445.96086	23.35395438	-11469.31482	1.084059432	0.127110157	16.71593357	0.297908791	1.643521699	0.18318693	0.410353708	0.297339607	0.879967054	1	6.96249184	1	0.469866588	1	1	1	0.378669083	0.111366966	-11469.31482
32185000	-11444.42992	21.52523541	-11465.95516	1.023573012	0.151088998	16.85073406	0.355268007	1.643521699	0.179472155	0.446883567	0.297339607	0.81541821	1	1.969163557	1	0.491575879	1	1	1	0.425322051	-0.098311609	-11465.95516
32190000	-11445.4868	22.52326601	-11468.01007	1.060994703	0.133077773	15.15717229	0.355268007	1.643521699	0.179472155	0.446883567	0.262752327	0.81541821	1	5.857913265	1	0.424296696	1	1	1	0.4767861	0.022427716	-11468.01007
32195000	-11449.02989	20.35723667	-11469.38713	0.979530393	0.153645745	7.644174214	0.355268007	1.560286884	0.179472155	0.446883567	0.256676629	0.601967882	1	9.815970576	1	0.445063973	1	1	1	0.405860282	0.038886251	-11469.38713
32200000	-11450.84944	21.46898472	-11472.31843	1.037850782	0.148852321	14.0275647	0.355268007	1.560286884	0.146881184	0.474830183	0.238403181	0.601967882	1	6.101433069	1	0.362408617	1	1	1	0.395034132	0.017642176	-11472.31843
32205000	-11445.91571	22.23513458	-11468.15085	1.076724469	0.171533856	13.68645206	0.355268007	1.505548205	0.146881184	0.322785649	0.238403181	0.601967882	1	9.750230399	1	0.441787652	1	1	1	0.353066942	0.358572748	-11468.15085
32210000	-11435.99963	23.6289558	-11459.62858	1.115644222	0.132478426	13.02298633	0.355268007	1.306317872	0.146881184	0.322785649	0.238403181	0.833111676	1	8.382064906	1	0.334061207	1	1	1	0.374673895	0.158915097	-11459.62858
32215000	-11444.71861	23.31099693	-11468.02961	1.134710401	0.137697896	10.64472501	0.378783281	1.306317872	0.146881184	0.322785649	0.238403181	0.931222995	1	1.704438057	1	0.333217805	1	1	1	0.341938038	0.333403235	-11468.02961
32220000	-11437.90651	22.33993948	-11460.24645	0.975742136	0.130167186	19.30704193	0.263551795	1.315420325	0.141978678	0.359176083	0.238403181	0.82386181	1	1.792822303	1	0.455256615	1	1	1	0.328261432	0.394336425	-11460.24645
32225000	-11440.57748	20.46107025	-11461.03855	0.939797891	0.187375668	7.627217413	0.304446325	1.193480571	0.141978678	0.359176083	0.238403181	0.766586644	1	9.473823253	1	0.44158916	1	1	1	0.340029033	0.150312461	-11461.03855
32230000	-11432.43497	22.17289684	-11454.60787	0.996560001	0.177002729	11.06990714	0.304446325	1.271052174	0.141978678	0.359176083	0.238403181	0.766586644	1	2.79949393	1	0.687594737	1	1	1	0.428365765	0.159792462	-11454.60787
32235000	-11434.17781	21.83280493	-11456.01061	0.978253119	0.175927984	13.27040688	0.304446325	1.26722649	0.141978678	0.359176083	0.238403181	0.834540366	1	0.617243209	1	8.581130443	1	0	0	0.558206518	-0.134039654	-11456.01061
32240000	-11439.78626	21.6048616	-11461.39112	0.932066302	0.147105895	8.953158232	0.315919251	1.26722649	0.141978678	0.359176083	0.238403181	0.789151088	1	0.646185128	1	2.758621706	1	0	0	0.527553003	0.19524789	-11461.39112
32245000	-11441.93178	20.38810537	-11462.31988	0.865786443	0.175527442	14.21947653	0.307887781	1.26722649	0.133787852	0.359176083	0.238403181	0.815520896	1	0.57743869	1	1.9016936	1	0	0	0.435921392	0.477860305	-11462.31988
32250000	-11446.34673	16.170825	-11462.51756	0.744279748	0.2827303	19.25184569	0.307887781	1.26722649	0.133787852	0.359176083	0.238403181	0.815520896	1	0.570969892	1	2.00075048	1	0	0	0.602577046	-0.047962633	-11462.51756
32255000	-11453.1815	17.21686342	-11470.39836	0.842636763	0.157059515	22.28845969	0.306892759	1.26722649	0.133787852	0.359176083	0.238403181	0.815520896	1	0.644682995	1	7.584155852	1	0	0	0.492801635	-0.030392723	-11470.39836
32260000	-11441.99852	18.16505491	-11460.16357	0.722819145	0.155378928	7.683082796	0.306892759	1.441652844	0.170860172	0.424715409	0.238403181	0.815520896	1	0.695902526	1	2.410185054	1	0	0	0.587584031	-0.238890251	-11460.16357
32265000	-11452.81663	19.3056468	-11472.12227	0.814073759	0.173865882	11.41515175	0.318102285	1.413185914	0.13411509	0.354095462	0.238403181	0.779963251	1	0.584367958	1	0.606468653	1	1	1	0.506427755	-0.124924476	-11472.12227
32270000	-11445.68457	19.13851463	-11464.82308	0.785434169	0.157621453	8.344362073	0.318102285	1.355685244	0.13411509	0.460516739	0.238403181	0.784229657	1	6.533760901	1	0.621039831	1	1	1	0.614086088	-0.01994406	-11464.82308
32275000	-11441.6962	20.24901247	-11461.94521	0.826772103	0.149765295	9.786775732	0.318102285	1.355685244	0.13411509	0.460516739	0.238403181	0.784229657	1	9.344687123	1	0.536550502	1	1	1	0.600438534	0.087061086	-11461.94521
32280000	-11450.38247	20.35800249	-11470.74047	0.890869683	0.176604817	12.02546505	0.327947811	1.355685244	0.13411509	0.460516739	0.238403181	0.868115155	1	0.399854333	1	9.721030939	1	0	0	0.409571116	0.206104313	-11470.74047
32285000	-11448.24408	21.18615005	-11469.43023	0.864703709	0.167847493	9.986179474	0.327947811	1.181560704	0.13411509	0.359020215	0.238403181	0.868115155	1	0.316305532	1	6.214662939	1	0	0	0.386008831	-0.205019745	-11469.43023
32290000	-11444.61467	22.50641199	-11467.12108	0.93748457	0.159950635	15.58510816	0.327947811	1.181560704	0.096497973	0.384839237	0.220858361	0.788813665	1	2.653977863	1	0.277978898	1	1	1	0.376376221	-0.033622061	-11467.12108
32295000	-11438.24285	20.96437124	-11459.20722	0.99811662	0.159231273	19.43176342	0.327947811	1.175127063	0.14897542	0.384839237	0.220858361	0.788813665	1	9.112966943	1	0.431253697	1	1	1	0.432596494	-0.202845055	-11459.20722
32300000	-11438.58372	22.65242339	-11461.23615	0.984560171	0.165692791	13.04081782	0.303384026	1.175127063	0.14897542	0.384839237	0.220858361	0.788813665	1	0.848117817	1	0.412203294	1	1	1	0.426958568	0.085828104	-11461.23615
32305000	-11435.10902	21.36079973	-11456.46982	0.952676726	0.164767834	14.41753025	0.303384026	1.175127063	0.14897542	0.401923724	0.230185984	0.788813665	1	0.465153454	1	8.082382919	1	0	0	0.428448434	0.18882614	-11456.46982
32310000	-11453.5192	18.67108208	-11472.19028	0.869056223	0.191083021	20.57570438	0.303384026	1.175127063	0.107957278	0.401923724	0.194459568	0.66807863	1	0.534931936	1	7.852398543	1	0	0	0.495457151	-0.017887349	-11472.19028
32315000	-11442.86263	18.04926602	-11460.9119	0.739968956	0.211267306	5.531625062	0.303384026	1.175127063	0.138952361	0.399453592	0.194459568	0.66807863	1	0.496445233	1	2.080629419	1	0	0	0.576551864	-0.023231031	-11460.9119
32320000	-11452.55247	19.56811346	-11472.12058	0.780166031	0.185202819	13.79435187	0.303384026	1.153950726	0.169963785	0.399453592	0.194459568	0.724212037	1	0.447537238	1	9.301435723	1	0	0	0.559235375	-0.268283522	-11472.12058
32325000	-11443.72063	20.3824131	-11464.10304	0.84718838	0.192379492	11.86103077	0.303384026	1.327928488	0.169963785	0.307119133	0.188247116	0.724212037	1	0.539079726	1	1.550032565	1	0	0	0.677943856	-0.043617002	-11464.10304
32330000	-11440.94425	21.29081565	-11462.23507	0.929150316	0.171268524	11.84913607	0.303384026	1.327928488	0.169963785	0.429085078	0.188247116	0.724212037	1	0.416688785	1	9.740140993	1	0	0	0.477106346	-0.060586882	-11462.23507
32335000	-11445.93577	20.8368378	-11466.7726	0.923330784	0.159063159	15.51603238	0.25067833	1.19876554	0.169963785	0.334489577	0.261699244	0.724212037	1	0.334157873	1	7.346745845	1	0	0	0.410525928	-0.265447881	-11466.7726
32340000	-11444.0006	22.06469951	-11466.06529	0.978029695	0.160569867	10.84291408	0.25067833	1.19876554	0.110488055	0.375500962	0.261699244	0.724212037	1	0.388043537	1	1.792125857	1	0	0	0.383076379	0.187150568	-11466.06529
32345000	-11444.91061	22.73922721	-11467.64984	0.993437463	0.143839608	15.14211587	0.25067833	1.19876554	0.110488055	0.375500962	0.258980243	0.724212037	1	1.784177611	1	0.621079778	1	1	1	0.491802751	0.314499117	-11467.64984
32350000	-11443.52687	22.48388784	-11466.01076	0.969339066	0.151401414	8.351963668	0.25067833	1.19876554	0.110488055	0.318110062	0.213800747	0.742442472	1	0.460781376	1	0.096910851	1	0	0	0.549712461	-0.50417792	-11466.01076
32355000	-11441.67031	22.60850934	-11464.27882	0.985602825	0.144280493	11.63237769	0.332965096	1.19876554	0.110488055	0.318110062	0.213800747	0.742442472	1	0.603370118	1	7.073681796	1	0	0	0.518729506	0.319652194	-11464.27882
32360000	-11438.14375	23.15083658	-11461.29459	1.101375947	0.122728758	18.06435324	0.332965096	1.19876554	0.149154465	0.378261463	0.213800747	0.742442472	1	0.597198308	1	2.718551442	1	0	0	0.624489816	0.086696726	-11461.29459
32365000	-11442.02845	23.08178453	-11465.11024	1.091806065	0.15610291	15.70505301	0.332965096	1.18501714	0.118138921	0.378261463	0.213800747	0.935000028	1	0.464786093	1	2.168246787	1	0	0	0.485433481	0.01781982	-11465.11024
32370000	-11440.30061	22.86265874	-11463.16327	1.040925052	0.155017852	11.11991945	0.332965096	1.208943712	0.137716075	0.378261463	0.213800747	0.935000028	1	8.540503478	1	0.541921501	1	1	1	0.524501377	0.189857185	-11463.16327
32375000	-11454.23653	20.11544437	-11474.35197	0.853050684	0.190499825	14.49843671	0.332965096	1.208943712	0.137716075	0.343305682	0.19306283	0.935000028	1	3.795568323	1	0.375181617	1	1	1	0.433795621	-0.282336838	-11474.35197
32380000	-11442.31308	20.96436913	-11463.27745	0.872481346	0.173231387	9.272460095	0.332965096	1.374362468	0.149251229	0.343305682	0.19306283	0.662236843	1	1.873108724	1	0.32731504	1	1	1	0.421410377	-0.179468305	-11463.27745
32385000	-11443.85777	21.30776616	-11465.16553	0.953790391	0.166986924	10.10342609	0.305446599	1.374362468	0.149251229	0.469021027	0.217602876	0.662236843	1	7.383247768	1	0.199599655	1	1	1	0.307340762	-0.014929453	-11465.16553
32390000	-11446.7568	21.92625737	-11468.68306	1.053882496	0.139065618	20.37178473	0.305446599	1.479077004	0.149251229	0.307134524	0.217602876	0.859609488	1	2.274236259	1	0.430140865	1	1	1	0.534762255	-0.179124091	-11468.68306
32395000	-11450.43893	22.58360206	-11473.02253	1.048341748	0.127358389	17.78613823	0.305446599	1.479077004	0.131629455	0.460633579	0.217602876	0.715557381	1	0.906587614	1	0.301574133	1	1	1	0.428612788	0.030127801	-11473.02253
32400000	-11443.51519	21.71552265	-11465.23071	1.017914316	0.139773089	15.24888308	0.305446599	1.479077004	0.131629455	0.460633579	0.258682139	0.715557381	1	0.417832579	1	3.397640331	1	0	0	0.438813815	0.037833914	-11465.23071
32405000	-11444.78148	18.50173865	-11463.28322	0.900032346	0.171906443	21.49613333	0.302105781	1.479077004	0.131629455	0.380164257	0.258682139	0.715557381	1	0.352839039	1	9.029477202	1	0	0	0.424195874	-0.070931032	-11463.28322
32410000	-11445.89728	21.85737055	-11467.75465	0.918870453	0.163113881	11.24724683	0.302105781	1.479077004	0.131629455	0.380164257	0.249588786	0.715557381	1	0.493512146	1	9.545474013	1	0	0	0.519119075	0.128813321	-11467.75465
32415000	-11447.67863	20.86886578	-11468.5475	0.963597412	0.167878934	8.919935812	0.302105781	1.471006525	0.176627325	0.380164257	0.249588786	0.740523259	1	0.646228866	1	4.739041052	1	0	0	0.650651116	-0.047129232	-11468.5475
32420000	-11441.3502	22.09820119	-11463.4484	1.012660718	0.147195338	18.02738721	0.302105781	1.471006525	0.176627325	0.380164257	0.249588786	0.740523259	1	1.332825455	1	0.600135235	1	1	1	0.572666379	0.113673651	-11463.4484
32425000	-11442.95938	19.76577257	-11462.72515	0.847962526	0.192221371	14.93547018	0.332794368	1.539204572	0.117238688	0.380164257	0.249588786	0.740523259	1	9.708887606	1	0.48852381	1	1	1	0.512459238	-0.020087756	-11462.72515
32430000	-11445.04072	21.51026265	-11466.55099	0.898861474	0.200630472	13.89341015	0.332794368	1.453633028	0.117238688	0.380164257	0.249588786	0.740523259	1	0.249214165	1	3.278537297	1	2	2	0.629833287	-0.013533138	-11466.55099
32435000	-11445.43609	17.68911591	-11463.1252	0.838768478	0.190782285	5.010086547	0.332794368	1.449808931	0.143094756	0.380164257	0.249588786	0.740523259	1	0.660908662	1	8.221776953	1	0	0	0.508686775	-0.05513498	-11463.1252
32440000	-11439.06021	19.73424704	-11458.79446	0.915930214	0.186003573	16.65153108	0.332794368	1.449808931	0.143094756	0.380164257	0.249588786	0.740523259	1	0.625149552	1	3.651319706	1	0	0	0.519071309	-7.90E-04	-11458.79446
32445000	-11437.5134	21.50949702	-11459.0229	0.924077818	0.149529589	13.6833487	0.332794368	1.340323529	0.143094756	0.405139134	0.249588786	0.740523259	1	0.741459025	1	4.150675745	1	0	0	0.583798907	0.272235219	-11459.0229
32450000	-11442.17086	21.17560505	-11463.34646	0.937575093	0.153649963	13.34919726	0.332794368	1.340323529	0.143094756	0.405139134	0.249588786	0.740523259	1	0.737472046	1	4.35206655	1	0	0	0.530118864	-0.012291616	-11463.34646
32455000	-11445.78595	20.29025798	-11466.07621	0.820543203	0.172103289	12.31254753	0.332794368	1.340323529	0.143094756	0.391412133	0.206303015	0.740523259	1	0.711084723	1	1.189972117	1	0	0	0.691453469	0.147323769	-11466.07621
32460000	-11448.69597	20.2714009	-11468.96737	0.83895378	0.173963892	11.38605314	0.243638327	1.350303674	0.143094756	0.443921714	0.206303015	0.740523259	1	0.673152153	1	7.370247307	1	0	0	0.596528653	-0.503670569	-11468.96737
32465000	-11446.41525	20.3787243	-11466.79397	0.905543876	0.168468593	17.95627406	0.243638327	1.426115476	0.143094756	0.443921714	0.206303015	0.740523259	1	0.649282815	1	6.446240122	1	0	0	0.501952071	-0.062912229	-11466.79397
32470000	-11443.24504	22.01206496	-11465.25711	0.970790126	0.170008191	10.69907095	0.23069149	1.426115476	0.149794215	0.443921714	0.300878907	0.740523259	1	0.35589806	1	7.542155295	1	0	0	0.443185331	0.137402963	-11465.25711
32475000	-11447.48453	23.07012006	-11470.55465	1.165566795	0.133579899	19.96600106	0.397359333	1.426115476	0.136990698	0.443921714	0.283920134	0.740523259	1	0.57512131	1	0.146193522	1	0	0	0.449920339	0.262044756	-11470.55465
32480000	-11452.38945	21.64067682	-11474.03013	1.044894302	0.188403082	10.93387677	0.354964569	1.667678	0.136990698	0.415164166	0.283920134	0.740523259	1	3.475377268	1	0.654696774	1	1	1	0.492910048	-0.117855012	-11474.03013
32485000	-11447.94325	22.06981101	-11470.01306	1.087573963	0.150767983	14.15907852	0.350502354	1.47764039	0.176173852	0.415164166	0.283920134	0.889059602	1	0.402663318	1	0.405200769	1	0	0	0.432743106	-0.111297597	-11470.01306
32490000	-11445.49508	21.3651037	-11466.86018	0.912694573	0.169673728	15.1362481	0.350502354	1.47764039	0.116375979	0.415164166	0.283920134	0.844767246	1	7.616923068	1	0.350899202	1	1	1	0.386443951	0.072816491	-11466.86018
32495000	-11446.45301	20.75026717	-11467.20328	0.856547225	0.199486394	9.987581679	0.350502354	1.47764039	0.116375979	0.415164166	0.283920134	0.686414915	1	0.927842707	1	0.489002281	1	1	1	0.451374049	0.153379671	-11467.20328
32500000	-11446.90419	20.06729458	-11466.97149	0.952889511	0.165529757	19.91799272	0.350502354	1.47764039	0.116375979	0.415164166	0.283920134	0.686414915	1	0.319908035	1	0.301062666	1	1	1	0.353878912	-0.106524826	-11466.97149
32505000	-11444.41805	20.57309772	-11464.99115	0.915761506	0.209595031	8.643993738	0.342900631	1.47764039	0.116375979	0.364717655	0.283920134	0.781991946	1	0.35051005	1	8.919820829	1	0	0	0.392953762	0.122536672	-11464.99115
32510000	-11440.0803	21.38067521	-11461.46098	0.933936326	0.185285045	9.431981247	0.342900631	1.324324268	0.130780093	0.364717655	0.283920134	0.744041712	1	0.494675167	1	3.482526383	1	0	0	0.394479472	-0.002384351	-11461.46098
32515000	-11441.95383	20.13819756	-11462.09203	0.864283782	0.206702075	10.56927789	0.342900631	1.324324268	0.130780093	0.364717655	0.283920134	0.744041712	1	8.761430812	1	0.439158708	1	1	1	0.445800979	-0.043939445	-11462.09203
32520000	-11441.8503	20.54437107	-11462.39467	0.946522364	0.182208822	15.7129738	0.342900631	1.600567596	0.130780093	0.364717655	0.283920134	0.744041712	1	0.322776933	1	5.586642242	1	0	0	0.396122692	0.058192716	-11462.39467
32525000	-11441.61205	21.1959564	-11462.808	0.952120514	0.173324982	15.46586788	0.342900631	1.421914052	0.130780093	0.389557043	0.283920134	0.744041712	1	0.276430102	1	0.072324292	1	0	0	0.360119801	-0.163584106	-11462.808
32530000	-11441.90675	20.7568557	-11462.66361	0.908878105	0.184744703	10.81779488	0.342900631	1.398594896	0.165020965	0.373318853	0.283920134	0.648051834	1	0.38874668	1	0.460353795	1	0	0	0.449092996	-0.026701486	-11462.66361
32535000	-11443.08798	20.26504402	-11463.35302	0.926535946	0.176675326	7.816439014	0.342900631	1.398594896	0.165020965	0.373318853	0.276808097	0.773666916	1	3.09986138	1	0.266086285	1	1	1	0.366388575	-0.040640395	-11463.35302
32540000	-11442.28282	19.82740002	-11462.11022	0.930885115	0.200595204	17.11268353	0.342900631	1.398594896	0.165020965	0.373318853	0.276808097	0.773666916	1	1.441895339	1	0.318982202	1	1	1	0.412824562	0.231231506	-11462.11022
32545000	-11444.18772	17.62774823	-11461.81547	0.994356742	0.175981634	27.53181815	0.342900631	1.490402029	0.165020965	0.373318853	0.251226055	0.773666916	1	5.563653791	1	0.381860175	1	1	1	0.467394693	-0.156899516	-11461.81547
32550000	-11439.09103	21.51533271	-11460.60636	0.927299356	0.185511124	16.31784945	0.342900631	1.490402029	0.165020965	0.373318853	0.251226055	0.773666916	1	0.718412243	1	0.396401301	1	1	1	0.510059186	0.345576172	-11460.60636
32555000	-11440.31418	20.6169765	-11460.93115	0.887403955	0.172315947	12.76182547	0.342900631	1.490402029	0.165020965	0.373318853	0.251226055	0.728958807	1	9.587653792	1	0.328785087	1	1	1	0.44664667	-0.199562308	-11460.93115
32560000	-11438.59616	20.582102	-11459.17826	0.904486722	0.183025771	10.14070896	0.342900631	1.490402029	0.165020965	0.361412796	0.251226055	0.728958807	1	6.296144688	1	0.295206134	1	1	1	0.333385579	-0.090190105	-11459.17826
32565000	-11445.0394	20.10408125	-11465.14349	0.872596714	0.192524289	9.051178018	0.342900631	1.490402029	0.165020965	0.361412796	0.251226055	0.728958807	1	2.422965106	1	0.390191523	1	1	1	0.458724256	-0.249653728	-11465.14349
32570000	-11441.28787	18.11781053	-11459.40568	0.746818463	0.221801773	6.542231266	0.342900631	1.490402029	0.153410927	0.398112755	0.251226055	0.679730816	1	7.623625431	1	0.488551668	1	1	1	0.500490397	-4.73E-04	-11459.40568
32575000	-11440.07747	19.89298093	-11459.97045	0.825715011	0.189621083	9.061922208	0.342900631	1.490402029	0.153410927	0.398112755	0.270432203	0.679730816	1	9.17213202	1	0.515261098	1	1	1	0.406393422	0.334178491	-11459.97045
32580000	-11441.64061	19.75875386	-11461.39936	0.853682748	0.18527757	11.07023694	0.342900631	1.490402029	0.153410927	0.398112755	0.270432203	0.673529118	1	8.431331611	1	0.404723208	1	1	1	0.47076193	-0.165162923	-11461.39936
32585000	-11440.59654	21.19472314	-11461.79126	0.897187154	0.155951682	16.51938949	0.329284865	1.473350357	0.153410927	0.331991238	0.270432203	0.8205582	1	5.889562515	1	0.373756359	1	1	1	0.459860031	0.029454512	-11461.79126
32590000	-11444.38276	20.94555072	-11465.32831	0.914654811	0.157066463	16.54236899	0.329284865	1.499859434	0.153410927	0.341638647	0.219584716	0.867431324	1	8.61910469	1	0.410792977	1	1	1	0.383706635	0.083351308	-11465.32831
32595000	-11449.83375	20.94270626	-11470.77646	0.966775472	0.166934223	7.40991525	0.321401551	1.499859434	0.153410927	0.341638647	0.194082046	0.638047639	1	6.775013726	1	0.599528184	1	1	1	0.545237658	0.103391096	-11470.77646
32600000	-11438.03666	22.64266401	-11460.67933	1.062646275	0.14046774	11.24509611	0.321401551	1.499859434	0.172051496	0.373151538	0.217569217	0.975111095	1	2.622582484	1	0.473335078	1	1	1	0.618546268	-0.114851056	-11460.67933
32605000	-11444.28369	22.14541547	-11466.42911	0.990494253	0.155345482	11.6466011	0.321401551	1.499859434	0.172051496	0.368821477	0.217569217	0.975111095	1	0.371798491	1	5.954530587	1	0	0	0.503706831	-0.543694427	-11466.42911
32610000	-11447.32818	20.22863103	-11467.55682	0.865469979	0.169616889	10.04714653	0.321401551	1.495724927	0.172051496	0.368821477	0.249903505	0.975111095	1	0.338790051	1	8.885150985	1	0	0	0.376067452	-0.178895117	-11467.55682
32615000	-11443.70578	21.07043477	-11464.77622	1.051410694	0.154708053	21.37078168	0.321401551	1.495724927	0.172051496	0.400355392	0.234732874	0.967601894	1	0.351480433	1	3.788092769	1	0	0	0.418606917	0.072319451	-11464.77622
32620000	-11443.05064	23.32946539	-11466.38011	1.07814488	0.133795172	13.17687453	0.321401551	1.474100262	0.138514993	0.338243728	0.234732874	0.967601894	1	0.308307957	1	1.328858874	1	0	0	0.389970948	0.160542514	-11466.38011
32625000	-11439.27355	23.84506981	-11463.11862	1.124269719	0.125133897	13.32422153	0.321401551	1.23396515	0.138514993	0.338243728	0.233454741	0.967601894	1	2.875120346	1	0.482442923	1	1	1	0.412692472	-0.067354874	-11463.11862
32630000	-11440.79248	22.95539756	-11463.74788	1.031779469	0.152115306	12.96287424	0.321401551	1.255402364	0.138514993	0.399763396	0.233454741	0.882921059	1	0.515692368	1	1.483844614	1	0	0	0.561164119	-0.094879696	-11463.74788
32635000	-11443.40909	21.43381879	-11464.8429	1.025029774	0.141044341	21.58312276	0.264021588	1.255402364	0.149111417	0.399763396	0.19075722	0.694501747	1	0.338682188	1	0.005506357	1	0	0	0.438391277	-0.285083109	-11464.8429
32640000	-11444.89499	23.26284492	-11468.15783	1.027521788	0.135787426	14.95888325	0.264021588	1.255402364	0.149111417	0.399763396	0.19075722	0.660575177	1	0.2992036	1	4.285889832	1	0	0	0.378041458	0.072611697	-11468.15783
